UID,State,County,Population
84026137,Michigan,Otsego County,24668
84026139,Michigan,Ottawa County,291830
84026141,Michigan,Presque Isle County,12592
84026143,Michigan,Roscommon County,24019
84026145,Michigan,Saginaw County,190539
84026147,Michigan,St. Clair County,159128
84026149,Michigan,St. Joseph County,60964
84026151,Michigan,Sanilac County,41170
84026153,Michigan,Schoolcraft County,8094
84026155,Michigan,Shiawassee County,68122
84026157,Michigan,Tuscola County,52245
84026159,Michigan,Van Buren County,75677
84026161,Michigan,Washtenaw County,367601
84026163,Michigan,Wayne County,1749343
84026165,Michigan,Wexford County,33631
84027001,Minnesota,Aitkin County,15886
84027003,Minnesota,Anoka County,356921
84027005,Minnesota,Becker County,34423
84027007,Minnesota,Beltrami County,47188
84027009,Minnesota,Benton County,40889
84027011,Minnesota,Big Stone County,4991
84027013,Minnesota,Blue Earth County,67653
84027015,Minnesota,Brown County,25008
84027017,Minnesota,Carlton County,35871
84027019,Minnesota,Carver County,105089
84027021,Minnesota,Cass County,29779
84027023,Minnesota,Chippewa County,11800
84027025,Minnesota,Chisago County,56579
84027027,Minnesota,Clay County,64222
84027029,Minnesota,Clearwater County,8818
84027031,Minnesota,Cook County,5463
84027033,Minnesota,Cottonwood County,11196
84027035,Minnesota,Crow Wing County,65055
84027037,Minnesota,Dakota County,429021
84027039,Minnesota,Dodge County,20934
84027041,Minnesota,Douglas County,38141
84027043,Minnesota,Faribault County,13653
84027045,Minnesota,Fillmore County,21067
84027047,Minnesota,Freeborn County,30281
84027049,Minnesota,Goodhue County,46340
84027051,Minnesota,Grant County,5972
84027053,Minnesota,Hennepin County,1265843
84027055,Minnesota,Houston County,18600
84027057,Minnesota,Hubbard County,21491
84027059,Minnesota,Isanti County,40596
84027061,Minnesota,Itasca County,45130
84027063,Minnesota,Jackson County,9846
84027065,Minnesota,Kanabec County,16337
84027067,Minnesota,Kandiyohi County,43199
84027069,Minnesota,Kittson County,4298
84027071,Minnesota,Koochiching County,12229
84027073,Minnesota,Lac qui Parle County,6623
84027075,Minnesota,Lake County,10641
84027077,Minnesota,Lake of the Woods County,3740
84027079,Minnesota,Le Sueur County,28887
84027081,Minnesota,Lincoln County,5639
84027083,Minnesota,Lyon County,25474
84027085,Minnesota,McLeod County,35893
84027087,Minnesota,Mahnomen County,5527
84027089,Minnesota,Marshall County,9336
84027091,Minnesota,Martin County,19683
84027093,Minnesota,Meeker County,23222
84027095,Minnesota,Mille Lacs County,26277
84027097,Minnesota,Morrison County,33386
84027099,Minnesota,Mower County,40062
84027101,Minnesota,Murray County,8194
84027103,Minnesota,Nicollet County,34274
84027105,Minnesota,Nobles County,21629
84027107,Minnesota,Norman County,6375
84027109,Minnesota,Olmsted County,158293
84027111,Minnesota,Otter Tail County,58746
84027113,Minnesota,Pennington County,14119
84027115,Minnesota,Pine County,29579
84027117,Minnesota,Pipestone County,9126
84027119,Minnesota,Polk County,31364
84027121,Minnesota,Pope County,11249
84027123,Minnesota,Ramsey County,550321
84027125,Minnesota,Red Lake County,4055
84027127,Minnesota,Redwood County,15170
84027129,Minnesota,Renville County,14548
84027131,Minnesota,Rice County,66972
84027133,Minnesota,Rock County,9315
84027135,Minnesota,Roseau County,15165
84027137,Minnesota,St. Louis County,199070
84027139,Minnesota,Scott County,149013
84027141,Minnesota,Sherburne County,97238
84027143,Minnesota,Sibley County,14865
84027145,Minnesota,Stearns County,161075
84027147,Minnesota,Steele County,36649
84027149,Minnesota,Stevens County,9805
84027151,Minnesota,Swift County,9266
84027153,Minnesota,Todd County,24664
84027155,Minnesota,Traverse County,3259
84027157,Minnesota,Wabasha County,21627
84027159,Minnesota,Wadena County,13682
84027161,Minnesota,Waseca County,18612
84027163,Minnesota,Washington County,262440
84027165,Minnesota,Watonwan County,10897
84027167,Minnesota,Wilkin County,6207
84027169,Minnesota,Winona County,50484
84027171,Minnesota,Wright County,138377
84027173,Minnesota,Yellow Medicine County,9709
84028001,Mississippi,Adams County,30693
84028003,Mississippi,Alcorn County,36953
84028005,Mississippi,Amite County,12297
84028007,Mississippi,Attala County,18174
84028009,Mississippi,Benton County,8259
84028011,Mississippi,Bolivar County,30628
84028013,Mississippi,Calhoun County,14361
84028015,Mississippi,Carroll County,9947
84028017,Mississippi,Chickasaw County,17103
84028019,Mississippi,Choctaw County,8210
84028021,Mississippi,Claiborne County,8988
84028023,Mississippi,Clarke County,15541
84028025,Mississippi,Clay County,19316
84028027,Mississippi,Coahoma County,22124
84028029,Mississippi,Copiah County,28065
84028031,Mississippi,Covington County,18636
84028033,Mississippi,DeSoto County,184945
84028035,Mississippi,Forrest County,74897
84028037,Mississippi,Franklin County,7713
84028039,Mississippi,George County,24500
84028041,Mississippi,Greene County,13586
84028043,Mississippi,Grenada County,20758
84028045,Mississippi,Hancock County,47632
84028047,Mississippi,Harrison County,208080
84028049,Mississippi,Hinds County,231840
84028051,Mississippi,Holmes County,17010
84028053,Mississippi,Humphreys County,8064
84028055,Mississippi,Issaquena County,1327
84028057,Mississippi,Itawamba County,23390
84028059,Mississippi,Jackson County,143617
84028061,Mississippi,Jasper County,16383
84028063,Mississippi,Jefferson County,6990
84028065,Mississippi,Jefferson Davis County,11128
84028067,Mississippi,Jones County,68098
84028069,Mississippi,Kemper County,9742
84028071,Mississippi,Lafayette County,54019
84028073,Mississippi,Lamar County,63343
84028075,Mississippi,Lauderdale County,74125
84028077,Mississippi,Lawrence County,12586
84028079,Mississippi,Leake County,22786
84028081,Mississippi,Lee County,85436
84028083,Mississippi,Leflore County,28183
84028085,Mississippi,Lincoln County,34153
84028087,Mississippi,Lowndes County,58595
84028089,Mississippi,Madison County,106272
84028091,Mississippi,Marion County,24573
84028093,Mississippi,Marshall County,35294
84028095,Mississippi,Monroe County,35252
84028097,Mississippi,Montgomery County,9775
84028099,Mississippi,Neshoba County,29118
84028101,Mississippi,Newton County,21018
84028103,Mississippi,Noxubee County,10417
84028105,Mississippi,Oktibbeha County,49587
84028107,Mississippi,Panola County,34192
84028109,Mississippi,Pearl River County,55535
84028111,Mississippi,Perry County,11973
84028113,Mississippi,Pike County,39288
84028115,Mississippi,Pontotoc County,32174
84028117,Mississippi,Prentiss County,25126
84028119,Mississippi,Quitman County,6792
84028121,Mississippi,Rankin County,155271
84028123,Mississippi,Scott County,28124
84028125,Mississippi,Sharkey County,4321
84028127,Mississippi,Simpson County,26658
84028129,Mississippi,Smith County,15916
84028131,Mississippi,Stone County,18336
84028133,Mississippi,Sunflower County,25110
84028135,Mississippi,Tallahatchie County,13809
84028137,Mississippi,Tate County,28321
84028139,Mississippi,Tippah County,22015
84028141,Mississippi,Tishomingo County,19383
84028143,Mississippi,Tunica County,9632
84028145,Mississippi,Union County,28815
84028147,Mississippi,Walthall County,14286
84028149,Mississippi,Warren County,45381
84028151,Mississippi,Washington County,43909
84028153,Mississippi,Wayne County,20183
84028155,Mississippi,Webster County,9689
84028157,Mississippi,Wilkinson County,8630
84028159,Mississippi,Winston County,17955
84028161,Mississippi,Yalobusha County,12108
84028163,Mississippi,Yazoo County,29690
84029001,Missouri,Adair County,25343
84029003,Missouri,Andrew County,17712
84029005,Missouri,Atchison County,5143
84029007,Missouri,Audrain County,25388
84029009,Missouri,Barry County,35789
84029011,Missouri,Barton County,11754
84029013,Missouri,Bates County,16172
84029015,Missouri,Benton County,19443
84029017,Missouri,Bollinger County,12133
84029019,Missouri,Boone County,180463
84029021,Missouri,Buchanan County,87364
84029023,Missouri,Butler County,42478
84029025,Missouri,Caldwell County,9020
84029027,Missouri,Callaway County,44743
84029029,Missouri,Camden County,46305
84029031,Missouri,Cape Girardeau County,78871
84029033,Missouri,Carroll County,8679
84029035,Missouri,Carter County,5982
84029037,Missouri,Cass County,105780
84029039,Missouri,Cedar County,14349
84029041,Missouri,Chariton County,7426
84029043,Missouri,Christian County,88595
84029045,Missouri,Clark County,6797
84029047,Missouri,Clay County,249948
84029049,Missouri,Clinton County,20387
84029051,Missouri,Cole County,76745
84029053,Missouri,Cooper County,17709
84029055,Missouri,Crawford County,23920
84029057,Missouri,Dade County,7561
84029059,Missouri,Dallas County,16878
84029061,Missouri,Daviess County,8278
84029063,Missouri,DeKalb County,12547
84029065,Missouri,Dent County,15573
84029067,Missouri,Douglas County,13185
84029069,Missouri,Dunklin County,29131
84029071,Missouri,Franklin County,103967
84029073,Missouri,Gasconade County,14706
84029075,Missouri,Gentry County,6571
84029077,Missouri,Greene County,293086
84029079,Missouri,Grundy County,9850
84029081,Missouri,Harrison County,8352
84029083,Missouri,Henry County,21824
84029085,Missouri,Hickory County,9544
84029087,Missouri,Holt County,4403
84029089,Missouri,Howard County,10001
84029091,Missouri,Howell County,40117
84029093,Missouri,Iron County,10125
84029095,Missouri,Jackson County,703011
84029097,Missouri,Jasper County,121328
84029099,Missouri,Jefferson County,225081
84029101,Missouri,Johnson County,54062
84029103,Missouri,Knox County,3959
84029105,Missouri,Laclede County,35723
84029107,Missouri,Lafayette County,32708
84029109,Missouri,Lawrence County,38355
84029111,Missouri,Lewis County,9776
84029113,Missouri,Lincoln County,59013
84029115,Missouri,Linn County,11920
84029117,Missouri,Livingston County,15227
84029119,Missouri,McDonald County,22837
84029121,Missouri,Macon County,15117
84029123,Missouri,Madison County,12088
84029125,Missouri,Maries County,8697
84029127,Missouri,Marion County,28530
84029129,Missouri,Mercer County,3617
84029131,Missouri,Miller County,25619
84029133,Missouri,Mississippi County,13180
84029135,Missouri,Moniteau County,16132
84029137,Missouri,Monroe County,8644
84029139,Missouri,Montgomery County,11551
84029141,Missouri,Morgan County,20627
84029143,Missouri,New Madrid County,17076
84029145,Missouri,Newton County,58236
84029147,Missouri,Nodaway County,22092
84029149,Missouri,Oregon County,10529
84029151,Missouri,Osage County,13615
84029153,Missouri,Ozark County,9174
84029155,Missouri,Pemiscot County,15805
84029157,Missouri,Perry County,19136
84029159,Missouri,Pettis County,42339
84029161,Missouri,Phelps County,44573
84029163,Missouri,Pike County,18302
84029165,Missouri,Platte County,104418
84029167,Missouri,Polk County,32149
84029169,Missouri,Pulaski County,52607
84029171,Missouri,Putnam County,4696
84029173,Missouri,Ralls County,10309
84029175,Missouri,Randolph County,24748
84029177,Missouri,Ray County,23018
84029179,Missouri,Reynolds County,6270
84029181,Missouri,Ripley County,13288
84029183,Missouri,St. Charles County,402022
84029185,Missouri,St. Clair County,9397
84029186,Missouri,Ste. Genevieve County,17894
84029187,Missouri,St. Francois County,67215
84029189,Missouri,St. Louis County,994205
84029195,Missouri,Saline County,22761
84029197,Missouri,Schuyler County,4660
84029199,Missouri,Scotland County,4902
84029201,Missouri,Scott County,38280
84029203,Missouri,Shannon County,8166
84029205,Missouri,Shelby County,5930
84029207,Missouri,Stoddard County,29025
84029209,Missouri,Stone County,31952
84029211,Missouri,Sullivan County,6089
84029213,Missouri,Taney County,55928
84029215,Missouri,Texas County,25398
84029217,Missouri,Vernon County,20563
84029219,Missouri,Warren County,35649
84029221,Missouri,Washington County,24730
84029223,Missouri,Wayne County,12873
84029225,Missouri,Webster County,39592
84029227,Missouri,Worth County,2013
84029229,Missouri,Wright County,18289
84029510,Missouri,St. Louis city,300576
84030001,Montana,Beaverhead County,9453
84030003,Montana,Big Horn County,13319
84030005,Montana,Blaine County,6681
84030007,Montana,Broadwater County,6237
84030009,Montana,Carbon County,10725
84030011,Montana,Carter County,1252
84030013,Montana,Cascade County,81366
84030015,Montana,Chouteau County,5635
84030017,Montana,Custer County,11402
84030019,Montana,Daniels County,1690
84030021,Montana,Dawson County,8613
84030023,Montana,Deer Lodge County,9140
84030025,Montana,Fallon County,2846
84030027,Montana,Fergus County,11050
84030029,Montana,Flathead County,103806
84030031,Montana,Gallatin County,114434
84030033,Montana,Garfield County,1258
84030035,Montana,Glacier County,13753
84030037,Montana,Golden Valley County,821
84030039,Montana,Granite County,3379
84030041,Montana,Hill County,16484
84030043,Montana,Jefferson County,12221
84030045,Montana,Judith Basin County,2007
84030047,Montana,Lake County,30458
84030049,Montana,Lewis and Clark County,69432
84030051,Montana,Liberty County,2337
84030053,Montana,Lincoln County,19980
84030055,Montana,McCone County,1664
84030057,Montana,Madison County,8600
84030059,Montana,Meagher County,1862
84030061,Montana,Mineral County,4397
84030063,Montana,Missoula County,119600
84030065,Montana,Musselshell County,4633
84030067,Montana,Park County,16606
84030069,Montana,Petroleum County,487
84030071,Montana,Phillips County,3954
84030073,Montana,Pondera County,5911
84030075,Montana,Powder River County,1682
84030077,Montana,Powell County,6890
84030079,Montana,Prairie County,1077
84030081,Montana,Ravalli County,43806
84030083,Montana,Richland County,10803
84030085,Montana,Roosevelt County,11004
84030087,Montana,Rosebud County,8937
84030089,Montana,Sanders County,12113
84030091,Montana,Sheridan County,3309
84030093,Montana,Silver Bow County,34915
84030095,Montana,Stillwater County,9642
84030097,Montana,Sweet Grass County,3737
84030099,Montana,Teton County,6147
84030101,Montana,Toole County,4736
84030103,Montana,Treasure County,696
84030105,Montana,Valley County,7396
84030107,Montana,Wheatland County,2126
84030109,Montana,Wibaux County,969
84030111,Montana,Yellowstone County,161300
84031001,Nebraska,Adams County,31363
84031003,Nebraska,Antelope County,6298
84031005,Nebraska,Arthur County,463
84031007,Nebraska,Banner County,745
84031009,Nebraska,Blaine County,465
84031011,Nebraska,Boone County,5192
84031013,Nebraska,Box Butte County,10783
84031015,Nebraska,Boyd County,1919
84031017,Nebraska,Brown County,2955
84031019,Nebraska,Buffalo County,49659
84031021,Nebraska,Burt County,6459
84031023,Nebraska,Butler County,8016
84031025,Nebraska,Cass County,26248
84031027,Nebraska,Cedar County,8402
84031029,Nebraska,Chase County,3924
84031031,Nebraska,Cherry County,5689
84031033,Nebraska,Cheyenne County,8910
84031035,Nebraska,Clay County,6203
84031037,Nebraska,Colfax County,10709
84031039,Nebraska,Cuming County,8846
84031041,Nebraska,Custer County,10777
84031043,Nebraska,Dakota County,20026
84031045,Nebraska,Dawes County,8589
84031047,Nebraska,Dawson County,23595
84031049,Nebraska,Deuel County,1794
84031051,Nebraska,Dixon County,5636
84031053,Nebraska,Dodge County,36565
84031055,Nebraska,Douglas County,571327
84031057,Nebraska,Dundy County,1693
84031059,Nebraska,Fillmore County,5462
84031061,Nebraska,Franklin County,2979
84031063,Nebraska,Frontier County,2627
84031065,Nebraska,Furnas County,4676
84031067,Nebraska,Gage County,21513
84031069,Nebraska,Garden County,1837
84031071,Nebraska,Garfield County,1969
84031073,Nebraska,Gosper County,1990
84031075,Nebraska,Grant County,623
84031077,Nebraska,Greeley County,2356
84031079,Nebraska,Hall County,61353
84031081,Nebraska,Hamilton County,9324
84031083,Nebraska,Harlan County,3380
84031085,Nebraska,Hayes County,922
84031087,Nebraska,Hitchcock County,2762
84031089,Nebraska,Holt County,10067
84031091,Nebraska,Hooker County,682
84031093,Nebraska,Howard County,6445
84031095,Nebraska,Jefferson County,7046
84031097,Nebraska,Johnson County,5071
84031099,Nebraska,Kearney County,6495
84031101,Nebraska,Keith County,8034
84031103,Nebraska,Keya Paha County,806
84031105,Nebraska,Kimball County,3632
84031107,Nebraska,Knox County,8332
84031109,Nebraska,Lancaster County,319090
84031111,Nebraska,Lincoln County,34914
84031113,Nebraska,Logan County,748
84031115,Nebraska,Loup County,664
84031117,Nebraska,McPherson County,494
84031119,Nebraska,Madison County,35099
84031121,Nebraska,Merrick County,7755
84031123,Nebraska,Morrill County,4642
84031125,Nebraska,Nance County,3519
84031127,Nebraska,Nemaha County,6972
84031129,Nebraska,Nuckolls County,4148
84031131,Nebraska,Otoe County,16012
84031133,Nebraska,Pawnee County,2613
84031135,Nebraska,Perkins County,2891
84031137,Nebraska,Phelps County,9034
84031139,Nebraska,Pierce County,7148
84031141,Nebraska,Platte County,33470
84031143,Nebraska,Polk County,5213
84031145,Nebraska,Red Willow County,10724
84031147,Nebraska,Richardson County,7865
84031149,Nebraska,Rock County,1357
84031151,Nebraska,Saline County,14224
84031153,Nebraska,Sarpy County,187196
84031155,Nebraska,Saunders County,21578
84031157,Nebraska,Scotts Bluff County,35618
84031159,Nebraska,Seward County,17284
84031161,Nebraska,Sheridan County,5246
84031163,Nebraska,Sherman County,3001
84031165,Nebraska,Sioux County,1166
84031167,Nebraska,Stanton County,5920
84031169,Nebraska,Thayer County,5003
84031171,Nebraska,Thomas County,722
84031173,Nebraska,Thurston County,7224
84031175,Nebraska,Valley County,4158
84031177,Nebraska,Washington County,20729
84031179,Nebraska,Wayne County,9385
84031181,Nebraska,Webster County,3487
84031183,Nebraska,Wheeler County,783
84031185,Nebraska,York County,13679
84032001,Nevada,Churchill County,24909
84032003,Nevada,Clark County,2266715
84032005,Nevada,Douglas County,48905
84032007,Nevada,Elko County,52778
84032009,Nevada,Esmeralda County,873
84032011,Nevada,Eureka County,2029
84032013,Nevada,Humboldt County,16831
84032015,Nevada,Lander County,5532
84032017,Nevada,Lincoln County,5183
84032019,Nevada,Lyon County,57510
84032021,Nevada,Mineral County,4505
84032023,Nevada,Nye County,46523
84032027,Nevada,Pershing County,6725
84032029,Nevada,Storey County,4123
84032031,Nevada,Washoe County,471519
84032033,Nevada,White Pine County,9580
84032510,Nevada,Carson City,55916
84033001,New Hampshire,Belknap County,61303
84033003,New Hampshire,Carroll County,48910
84033005,New Hampshire,Cheshire County,76085
84033007,New Hampshire,Coos County,31563
84033009,New Hampshire,Grafton County,89886
84033011,New Hampshire,Hillsborough County,417025
84033013,New Hampshire,Merrimack County,151391
84033015,New Hampshire,Rockingham County,309769
84033017,New Hampshire,Strafford County,130633
84033019,New Hampshire,Sullivan County,43146
84034001,New Jersey,Atlantic County,263670
84034003,New Jersey,Bergen County,932202
84034005,New Jersey,Burlington County,445349
84034007,New Jersey,Camden County,506471
84034009,New Jersey,Cape May County,92039
84034011,New Jersey,Cumberland County,149527
84034013,New Jersey,Essex County,798975
84034015,New Jersey,Gloucester County,291636
84034017,New Jersey,Hudson County,672391
84034019,New Jersey,Hunterdon County,124371
84034021,New Jersey,Mercer County,367430
84034023,New Jersey,Middlesex County,825062
84034025,New Jersey,Monmouth County,618795
84034027,New Jersey,Morris County,491845
84034029,New Jersey,Ocean County,607186
84034031,New Jersey,Passaic County,501826
84034033,New Jersey,Salem County,62385
84034035,New Jersey,Somerset County,328934
84034037,New Jersey,Sussex County,140488
84034039,New Jersey,Union County,556341
84034041,New Jersey,Warren County,105267
84035001,New Mexico,Bernalillo County,679121
84035003,New Mexico,Catron County,3527
84035005,New Mexico,Chaves County,64615
84035006,New Mexico,Cibola County,26675
84035007,New Mexico,Colfax County,11941
84035009,New Mexico,Curry County,48954
84035011,New Mexico,De Baca County,1748
84035013,New Mexico,Doña Ana County,218195
84035015,New Mexico,Eddy County,58460
84035017,New Mexico,Grant County,26998
84035019,New Mexico,Guadalupe County,4300
84035021,New Mexico,Harding County,625
84035023,New Mexico,Hidalgo County,4198
84035025,New Mexico,Lea County,71070
84035027,New Mexico,Lincoln County,19572
84035028,New Mexico,Los Alamos County,19369
84035029,New Mexico,Luna County,23709
84035031,New Mexico,McKinley County,71367
84035033,New Mexico,Mora County,4521
84035035,New Mexico,Otero County,67490
84035037,New Mexico,Quay County,8253
84035039,New Mexico,Rio Arriba County,38921
84035041,New Mexico,Roosevelt County,18500
84035043,New Mexico,Sandoval County,146748
84035045,New Mexico,San Juan County,123958
84035047,New Mexico,San Miguel County,27277
84035049,New Mexico,Santa Fe County,150358
84035051,New Mexico,Sierra County,10791
84035053,New Mexico,Socorro County,16637
84035055,New Mexico,Taos County,32723
84035057,New Mexico,Torrance County,15461
84035059,New Mexico,Union County,4059
84035061,New Mexico,Valencia County,76688
84036001,New York,Albany County,305506
84036003,New York,Allegany County,46091
84036005,New York,Bronx County,1418207
84036007,New York,Broome County,190488
84036009,New York,Cattaraugus County,76117
84036011,New York,Cayuga County,76576
84036013,New York,Chautauqua County,126903
84036015,New York,Chemung County,83456
84036017,New York,Chenango County,47207
84036019,New York,Clinton County,80485
84036021,New York,Columbia County,59461
84036023,New York,Cortland County,47581
84036025,New York,Delaware County,44135
84036027,New York,Dutchess County,294218
84036029,New York,Erie County,918702
84036031,New York,Essex County,36885
84036033,New York,Franklin County,50022
84036035,New York,Fulton County,53383
84036037,New York,Genesee County,57280
84036039,New York,Greene County,47188
84036041,New York,Hamilton County,4416
84036043,New York,Herkimer County,61319
84036045,New York,Jefferson County,109834
84036047,New York,Kings County,2559903
84036049,New York,Lewis County,26296
84036051,New York,Livingston County,62914
84036053,New York,Madison County,70941
84036055,New York,Monroe County,741770
84036057,New York,Montgomery County,49221
84036059,New York,Nassau County,1356924
84036061,New York,New York County,1628706
84036063,New York,Niagara County,209281
84036065,New York,Oneida County,228671
84036067,New York,Onondaga County,460528
84036069,New York,Ontario County,109777
84036071,New York,Orange County,384940
84036073,New York,Orleans County,40352
84036075,New York,Oswego County,117124
84036077,New York,Otsego County,59493
84036079,New York,Putnam County,98320
84036081,New York,Queens County,2253858
84036083,New York,Rensselaer County,158714
84036085,New York,Richmond County,476143
84036087,New York,Rockland County,325789
84036089,New York,St. Lawrence County,107740
84036091,New York,Saratoga County,229863
84036093,New York,Schenectady County,155299
84036095,New York,Schoharie County,30999
84036097,New York,Schuyler County,17807
84036099,New York,Seneca County,34016
84036101,New York,Steuben County,95379
84036103,New York,Suffolk County,1476601
84036105,New York,Sullivan County,75432
84036107,New York,Tioga County,48203
84036109,New York,Tompkins County,102180
84036111,New York,Ulster County,177573
84036113,New York,Warren County,63944
84036115,New York,Washington County,61204
84036117,New York,Wayne County,89918
84036119,New York,Westchester County,967506
84036121,New York,Wyoming County,39859
84036123,New York,Yates County,24913
84037001,North Carolina,Alamance County,169509
84037003,North Carolina,Alexander County,37497
84037005,North Carolina,Alleghany County,11137
84037007,North Carolina,Anson County,24446
84037009,North Carolina,Ashe County,27203
84037011,North Carolina,Avery County,17557
84037013,North Carolina,Beaufort County,46994
84037015,North Carolina,Bertie County,18947
84037017,North Carolina,Bladen County,32722
84037019,North Carolina,Brunswick County,142820
84037021,North Carolina,Buncombe County,261191
84037023,North Carolina,Burke County,90485
84037025,North Carolina,Cabarrus County,216453
84037027,North Carolina,Caldwell County,82178
84037029,North Carolina,Camden County,10867
84037031,North Carolina,Carteret County,69473
84037033,North Carolina,Caswell County,22604
84037035,North Carolina,Catawba County,159551
84037037,North Carolina,Chatham County,74470
84037039,North Carolina,Cherokee County,28612
84037041,North Carolina,Chowan County,13943
84037043,North Carolina,Clay County,11231
84037045,North Carolina,Cleveland County,97947
84037047,North Carolina,Columbus County,55508
84037049,North Carolina,Craven County,102139
84037051,North Carolina,Cumberland County,335509
84037053,North Carolina,Currituck County,27763
84037055,North Carolina,Dare County,37009
84037057,North Carolina,Davidson County,167609
84037059,North Carolina,Davie County,42846
84037061,North Carolina,Duplin County,58741
84037063,North Carolina,Durham County,321488
84037065,North Carolina,Edgecombe County,51472
84037067,North Carolina,Forsyth County,382295
84037069,North Carolina,Franklin County,69685
84037071,North Carolina,Gaston County,224529
84037073,North Carolina,Gates County,11562
84037075,North Carolina,Graham County,8441
84037077,North Carolina,Granville County,60443
84037079,North Carolina,Greene County,21069
84037081,North Carolina,Guilford County,537174
84037083,North Carolina,Halifax County,50010
84037085,North Carolina,Harnett County,135976
84037087,North Carolina,Haywood County,62317
84037089,North Carolina,Henderson County,117417
84037091,North Carolina,Hertford County,23677
84037093,North Carolina,Hoke County,55234
84037095,North Carolina,Hyde County,4937
84037097,North Carolina,Iredell County,181806
84037099,North Carolina,Jackson County,43938
84037101,North Carolina,Johnston County,209339
84037103,North Carolina,Jones County,9419
84037105,North Carolina,Lee County,61779
84037107,North Carolina,Lenoir County,55949
84037109,North Carolina,Lincoln County,86111
84037111,North Carolina,McDowell County,45756
84037113,North Carolina,Macon County,35858
84037115,North Carolina,Madison County,21755
84037117,North Carolina,Martin County,22440
84037119,North Carolina,Mecklenburg County,1110356
84037121,North Carolina,Mitchell County,14964
84037123,North Carolina,Montgomery County,27173
84037125,North Carolina,Moore County,100880
84037127,North Carolina,Nash County,94298
84037129,North Carolina,New Hanover County,234473
84037131,North Carolina,Northampton County,19483
84037133,North Carolina,Onslow County,197938
84037135,North Carolina,Orange County,148476
84037137,North Carolina,Pamlico County,12726
84037139,North Carolina,Pasquotank County,39824
84037141,North Carolina,Pender County,63060
84037143,North Carolina,Perquimans County,13463
84037145,North Carolina,Person County,39490
84037147,North Carolina,Pitt County,180742
84037149,North Carolina,Polk County,20724
84037151,North Carolina,Randolph County,143667
84037153,North Carolina,Richmond County,44829
84037155,North Carolina,Robeson County,130625
84037157,North Carolina,Rockingham County,91010
84037159,North Carolina,Rowan County,142088
84037161,North Carolina,Rutherford County,67029
84037163,North Carolina,Sampson County,63531
84037165,North Carolina,Scotland County,34823
84037167,North Carolina,Stanly County,62806
84037169,North Carolina,Stokes County,45591
84037171,North Carolina,Surry County,71783
84037173,North Carolina,Swain County,14271
84037175,North Carolina,Transylvania County,34385
84037177,North Carolina,Tyrrell County,4016
84037179,North Carolina,Union County,239859
84037181,North Carolina,Vance County,44535
84037183,North Carolina,Wake County,1111761
84037185,North Carolina,Warren County,19731
84037187,North Carolina,Washington County,11580
84037189,North Carolina,Watauga County,56177
84037191,North Carolina,Wayne County,123131
84037193,North Carolina,Wilkes County,68412
84037195,North Carolina,Wilson County,81801
84037197,North Carolina,Yadkin County,37667
84037199,North Carolina,Yancey County,18069
84038001,North Dakota,Adams County,2216
84038003,North Dakota,Barnes County,10415
84038005,North Dakota,Benson County,6832
84038007,North Dakota,Billings County,928
84038009,North Dakota,Bottineau County,6282
84038011,North Dakota,Bowman County,3024
84038013,North Dakota,Burke County,2115
84038015,North Dakota,Burleigh County,95626
84038017,North Dakota,Cass County,181923
84038019,North Dakota,Cavalier County,3762
84038021,North Dakota,Dickey County,4872
84038023,North Dakota,Divide County,2264
84038025,North Dakota,Dunn County,4424
84038027,North Dakota,Eddy County,2287
84038029,North Dakota,Emmons County,3241
84038031,North Dakota,Foster County,3210
84038033,North Dakota,Golden Valley County,1761
84038035,North Dakota,Grand Forks County,69451
84038037,North Dakota,Grant County,2274
84038039,North Dakota,Griggs County,2231
84038041,North Dakota,Hettinger County,2499
84038043,North Dakota,Kidder County,2480
84038045,North Dakota,LaMoure County,4046
84038047,North Dakota,Logan County,1850
84038049,North Dakota,McHenry County,5745
84038051,North Dakota,McIntosh County,2497
84038053,North Dakota,McKenzie County,15024
84038055,North Dakota,McLean County,9450
84038057,North Dakota,Mercer County,8187
84038059,North Dakota,Morton County,31364
84038061,North Dakota,Mountrail County,10545
84038063,North Dakota,Nelson County,2879
84038065,North Dakota,Oliver County,1959
84038067,North Dakota,Pembina County,6801
84038069,North Dakota,Pierce County,3975
84038071,North Dakota,Ramsey County,11519
84038073,North Dakota,Ransom County,5218
84038075,North Dakota,Renville County,2327
84038077,North Dakota,Richland County,16177
84038079,North Dakota,Rolette County,14176
84038081,North Dakota,Sargent County,3898
84038083,North Dakota,Sheridan County,1315
84038085,North Dakota,Sioux County,4230
84038087,North Dakota,Slope County,750
84038089,North Dakota,Stark County,31489
84038091,North Dakota,Steele County,1890
84038093,North Dakota,Stutsman County,20704
84038095,North Dakota,Towner County,2189
84038097,North Dakota,Traill County,8036
84038099,North Dakota,Walsh County,10641
84038101,North Dakota,Ward County,67641
84038103,North Dakota,Wells County,3834
84038105,North Dakota,Williams County,37589
84039001,Ohio,Adams County,27698
84039003,Ohio,Allen County,102351
84039005,Ohio,Ashland County,53484
84039007,Ohio,Ashtabula County,97241
84039009,Ohio,Athens County,65327
84039011,Ohio,Auglaize County,45656
84039013,Ohio,Belmont County,67006
84039015,Ohio,Brown County,43432
84039017,Ohio,Butler County,383134
84039019,Ohio,Carroll County,26914
84039021,Ohio,Champaign County,38885
84039023,Ohio,Clark County,134083
